id,ma_thiet_bi,associated_with,loai_id,hang_san_xuat_id,so_dang_ky,so_giay_dang_kiem,nam_san_xuat,nam_su_dung,so_khung,so_may,dv_so_huu_id,dv_quan_ly_id,dv_thue_id,khu_vuc_id,model_id,ghi_chu,tag_1,last_modified_by_user_id
1875,KVTC14,KVTC14,24,37,,,,,,,6,6,1000,1,1000,,,
1876,KVTC15,KVTC15,24,37,,,,,,,6,6,1000,1,1000,,,
1877,RTVVT01,RTVVT-003.40,28,9,72R-003.40,,,,,,26,40,1000,3,1000,,,
1878,RTVVT02,RTVVT-003.11,28,9,72R-003.11,,,,,,26,40,1000,3,1000,,,
1879,RTVVT03,RTVVT-003.04,28,9,72R-003.04,,,,,,26,40,1000,3,1000,,,
1880,RTVVT04,RTVVT-003.02,28,9,72R-003.02,,,,,,26,40,1000,3,1000,,,
1881,RTVVT05,RTVVT-003.34,28,9,72R-003.34,,,,,,26,40,1000,3,1000,,,
1882,RTVVT06,RTVVT-003.81,28,9,72R-003.81,,,,,,11,40,1000,3,1000,,,
1883,RTVVT07,RTVVT-003.95,28,9,72R-003.95,,,,,,11,40,1000,3,1000,,,
1884,RTVVT08,RTVVT-003.68,28,9,72R-003.68,,,,,,11,40,1000,3,1000,,,
1885,RTVVT09,RTVVT-003.70,28,9,72R-003.70,,,,,,11,40,1000,3,1000,,,
1886,RTVVT10,RTVVT-003.92,28,9,72R-003.92,,,,,,11,40,1000,3,1000,,,
1887,RTVVT11,RTVVT-003.98,28,9,72R-003.98,,,,,,11,40,1000,3,1000,,,
1888,RTVVT12,RTVVT-005.13,28,9,72R-005.13,,,,,,11,40,1000,3,1000,,,
1889,RTVVT13,RTVVT-004.92,28,9,72R-004.92,,,,,,11,40,1000,3,1000,,,
1890,RTVVT14,RTVVT-005.79,28,9,72R-005.79,,,,,,11,40,1000,3,1000,,,
1891,RTVVT15,RTVVT-004.90,28,9,72R-004.90,,,,,,11,40,1000,3,1000,,,
1892,RTVVT16,RTVVT-003.42,28,9,72R-003.42,,,,,,40,40,1000,3,1000,,,
1893,RTVVT17,RTVVT-003.22,28,9,72R-003.22,,,,,,40,40,1000,3,1000,,,
1894,RTVVT18,RTVVT-003.21,28,9,72R-003.21,,,,,,40,40,1000,3,1000,,,
1895,RTVVT19,RTVVT-003.03,28,9,72R-003.03,,,,,,40,40,1000,3,1000,,,
1896,RTVVT20,RTVVT-003.22,28,9,72R-003.22,,,,,,40,40,1000,3,1000,,,
1897,RTVVT21,RTVVT-003.43,28,9,72R-003.43,,,,,,40,40,1000,3,1000,,,
1898,RTVVT22,RTVVT-003.24,28,9,72R-003.24,,,,,,40,40,1000,3,1000,,,
1899,RTVVT23,RTVVT-003.16,28,9,72R-003.16,,,,,,40,40,1000,3,1000,,,
1900,RTVVT24,RTVVT-003.31,28,9,72R-003.31,,,,,,40,40,1000,3,1000,,,
1901,RTVVT25,RTVVT-003.41,28,9,72R-003.41,,,,,,40,40,1000,3,1000,,,
1902,RTVVT26,RTVVT-004.58,28,9,72R-004.58,,,,,,40,40,1000,3,1000,,,
1903,RTVVT27,RTVVT-005.40,28,9,72R-005.40,,,,,,40,40,1000,3,1000,,,
1904,RTVVT28,RTVVT-005.70,28,9,72R-005.70,,,,,,40,40,1000,3,1000,,,
1905,RTVVT29,RTVVT-004.83,28,9,72R-004.83,,,,,,40,40,1000,3,1000,,,
1906,RTVVT30,RTVVT-005.01,28,9,72R-005.01,,,,,,40,40,1000,3,1000,,,
1907,RTVVT31,RTVVT-004.82,28,9,72R-004.82,,,,,,40,40,1000,3,1000,,,
1908,RTVVT32,RTVVT-004.75,28,9,72R-004.75,,,,,,40,40,1000,3,1000,,,
1909,RTVVT33,RTVVT-005.97,28,9,72R-005.97,,,,,,40,40,1000,3,1000,,,
1910,RTVVT34,RTVVT-004.52,28,9,72R-004.52,,,,,,40,40,1000,3,1000,,,
1911,RTVVT35,RTVVT-005.52,28,9,72R-005.52,,,,,,40,40,1000,3,1000,,,
1912,CPCL64,CPCL64,24,32,51C-575.06,,2014,2014,MBKMC5KW6FN014153,D0836LFL136DEK18950,4,4,1000,1,1000,,,
1913,CPCL65,CPCL65,24,32,51C-571.62,,2014,2014,MBKMC5KW3FN014157,D0836LFL136DEK18919,4,4,1000,1,1000,,,
1914,CPCL66,CPCL66,24,32,51C-572.40,,2014,2014,MBKMC5KW1FN014156,D0836LFL136DEK18947,4,4,1000,1,1000,,,
1915,CPCL67,CPCL67,24,32,51C-573.69,,2014,2014,MBKMC5KW8FN014154,D0836LFL136DEK18951,4,4,1000,1,1000,,,
1916,CPCL68,CPCL68,24,32,51C-574.86,,2014,2014,MBKMC5KWXFN014155,D0836LFL136DEK18952,4,4,1000,1,1000,,,
